Text,Label
Ankara Barosu Kadın Hakları Merkezi tarafından “8 Mart Dünya Emekçi Kadınlar Günü” kapsamında düzenlenecek olan “Kadın ve Medya Paneli” 9 Mart 2020 tarihinde ABEM’de yapılacaktır. https://t.co/NPA2a2VRCZ,0
"LGBT'li bireylerin tek derdi, herkes kadar eşit haklara sahip olup, herkes kadar insanca yaşamak. Cinsel kimliklerinden rahatsız olmayın, onlardan nefret etmeyin, onları ötekileştirmeyin. Onlar da sizin gibi insan...

#LGBTHaklarıİnsanHaklarıdır",0
"Erol mütercimler
Bu örümcek kafalı haliç üniversitesinde öğretimde
Çocuklarımıza ne öğretebilirki müslümanları
Aşalamak çocukları terörist  yapmak gençlerimizi homoseksüel yapmak görevi  budur 
Üniversiteden kovulmalı derhal https://t.co/Rb8P7XsXoz",2
"2020 yılında 409 kadın öldürüldü. 2021 Ocak , Şubat 78 kadın katledildi. Bu kadınların katillerinin içinde tek bir LGBT li yok. Erkeğim diye gezen yaratıklar katletti bu kadınları. Asıl korkulması gereken, insanım diye ortada gezen bu yaratıklar.
#istanbulsozlesmesiyasatir",1
Cidden salaga anlatir gibi anlatamay calisiyorum gelmis bana geyler de gey olmayanalari taciz edebiliğr diyo,0
"Kadın erkek iliskilerinde kadınla erkegin bir diger farkı da erkek ilgi gördügünde sahiplenildiginde kaciyor, kadinsa ilgi görmediginde bos birakildiginda. İlginc",0
"17 Şubat 1926, ""Türk Medeni Kanunu"" Türkiye Büyük Millet Meclisin'de  kabul edildi.
Türk Medeni Kanunu ile;
Ailede kadın-erkek eşitliği sağlandı.
Evlilikte resmi nikah zorumluluğu getirildi. 
Erkekler için tek eşle evlilik esası getirildi. https://t.co/zsiShX6ubC",0
"Gamze Özçelik bir yol seçti, şov yapmıyor, sessiz sedasız güzel işler yapıyor fakat her fırsatta kadın hakları ile bağıranlar bugün bu güzel kalpli kadına iğrenç bir şekilde saldırıyor. 
Doğru ya, sizden olmayan sizin gibi düşünmeyen bir kadının hakkı yoktu değil mi!",1
Büyüksün be reis.. Ne kadar vatan haini terör sevicisi.. Lgbt lisi varsa hepsini tek tek gün yüzüne çıkardı bundan büyük hizmet mi olur. Sırf muhalefet olsun diye adamlar ibneliği bile kabul ettiler. Ve bundan gurur duyuyorlar..Reis topunuz gelin dedi hepsi top oldu.,2
"Teröristler ormanları yakar çevreciler saklanır,terör örgütü genç kızları kaçırır tecavüz ederek terörist yapar kadın hakları savunucuları saklanır.
Hadi  bu günde biz sizi alkışlayalım bravo.",1
"Kadın dernekleri, Feminist gruplar, İstanbul sözleşmesi destekçileri, Mor profil RESİMLİLER!!!

  DİLİNİZİMİ YUTTUNUZ...

CHPLİ BAŞKAN YARDIMCISI SAPIK TECAVÜZCÜ 20 YAŞINDA BİR KIZA TECAVÜZ ETTİ. 

#ekremimamoğlu",1
Allahım niye bütün yakısıklı cocuklar escinsel oluyo ya rabbim,0
Lgbt faaliyetlerini(?) yasaklamak için oluşturduğunuz etikete giriyorum ve yazdığınız aptal şeyleri okuyup iyi ki kendimi dünyanın hakimi sanmıyorum diye seviniyorum. Sizi vasıfsızlar lgbt bir faaliyet değildir.,1
"#ŞehitlerTepesiBoşDeğil chp istiyor ki şehitler tepesi boş olsun.
LGBT bataklığı dolsun taşsın.
İstemekle olmuyor https://t.co/aH2Vhvi4NM",2
"Ikisi de cahil. Tek seçim onların bu yaptıkları. Bir kere de dini kullanmadan bilimsel bir şekilde bir neden belirtin. Alttaki arkadaş haklı aslında keşke herkes çocuğunu iyi yetistirse. Sırf bu nefret dolu yorumlardan dolayı kendi canına kıyan insanlar varken...
#LGBT https://t.co/uEItZSKskX",0
Ellerinden gelse”cocugu erkekler neden dogurmuyor?” Diyecek seviyede asiri feminist kadinlar var:),0
"gündeme bak leş atıyor yine. LGBT nin olmadığını savunanlar mı dersin, hakkını arayan öğrenciye terörist diyen mi dersin, Türkiye’nin müslüman bir ülke olduğunu düşünenler mi dersin... kudurmaya devammmm 🏳️‍🌈🖤❤️🧡💛💚💙💜",0
"👉İmamoğlu,👈 lgbt onur yürüyüşü için vali ile konuşacağım Herkesin özgürlüğüne saygı duyan birisi olarak her türlü gösteri ya da haklarını arama, mücadele özgürlüklerine saygı duyan birisiyim Ey müslüman 👉lgbt👈yi destekleyen 👇👇😡CHP 😡ile  yan yana duramazsın !! https://t.co/olqX69h5Ks",2
Haber okuyamıyorum amk memleketinde. Kedi köpek kadın erkek çocuk demeden tecavüz ediyorsunuz. Yapmayın. Daha sonradan yaşayamıyorlar....,1
"Lgbt faaliyetleri, pedofili, zoofili, kadına şiddet ve tecavüz suçları gibi Türk ceza Kanunundaki yerini mutlaka almalıdır. #LGBT",0
"kızların lezbiyenlerden igrenip gay arkadas edinmesi, erkeklerin lezbiyen pornosu izleyip gaylere ibne top gibi kelimeler kullanması..... change my mind",1
"Tutturmuşlar lgbt sapkınlıktır.
Müslümana çocuk tecavüzü sapkınlık değil helal sanırım.
Müslümana cinayet haram değil helal.
Müslümana zinanın her türlüsü, ensestine kadar sapkınlık değil helal. 
Keşke Kuranda yazan her ayeti böyle ezbere bilseniz. Yazık size.. #LGBT",1
Erkeklerden nefret eden iğrenç bir feminist olmama çok az kaldı bi vibratör mesafesi,1
"Kadın-Erkek eşitliğini savunup işine geldiğinde “Ama ben kadınım/Ama sen erkeksin” diyen. 
İlişkilerinde ve çevresinde kendi cinsiyetini aşağılayan,
Toplumdaki cinsiyet algısını fırsata çeviren,
Ekonomik olarak asalak gibi yaşayan,
Cinsiyetçi düşünceye sahip kadınlara üzülüyorum",1
"#DevletiminYanındayım LGBT yi destekleyen sanatçılar artık takip edilmemeli,lanet olsun Lut Kavminin torunları",2
"Bursa'da öz kızına tecavüz etti diye suçsuz adamın fotoğrafını paylaşarak algı yapan feminist sayfalar da bu ahlâksızlığa taviz veriyor. Babasının kredi kartını vermediği için bu yöntemi kullandığını itiraf eden kız için şu unsur haklı; ""Kadının beyanı esas olmamalı""",0
Sizin aşktan kadın erkek ilişkilerinden başka derdiniz tasanız yok mu,0
"CHP'li Didim Belediye Başkanı
İŞ isteyen kadına
Alkol icirip 
tecavüz ediyor

Tecavüz eden başkana
 
Sözde kadın
Hakları Savunucuları 
Taciz ve tecavüze tepki Verenler ...

Didim Belediye Başkanını DESTEK VERİYOR 
👇
#Yuhh https://t.co/mSzDMahlJm",1
"Kadınlar öldürülüyor, hayvanlara tecavüz ediliyor, insanlar yoksulluk çekiyor, nice çocuk istismara uğruyor ama bu insanlıktan nasibini almamış orospu çocuklarının tek derdi ne? Tabi ki cami. İnandığınız, peşinde gittiğiniz değerlerin anasını sikeyim. İçimdeki nefreti kusamıyorum",2
Herhangi Bir İçerikte Homoseksüel Karakterlerden Nefret Ettiğim Halde Goldust'ın Favori Wrestling Karakterlerimden Biri Olduğu Doğrudur https://t.co/8IMcKwjAZi,0
"Muhalefet tarafinda Ekrem Imamoglundan baska Metrodaki BAYAN Makinst arkadasimiza onlarca ERKEKcikcik tarafindan yapilan linc girisimini dile getiren kinayan oldumu...
Sonra cikin insan haklari,Kadin Haklari diye bas bas bagirin...
Yapmayin bunu kan kaybediyorsunuz..",1
Günaydın güzel ülkemin güzel insanları yüzünüzde kocaman bir gülümsemeyle yanyana yürüyelim koruyalım güçsüz olanı düşeni kaldıralım düşüreni aldatanı görelim biz bize sahip çıkalım çocuklarımıza hayvanlara kadınlara korkmadan kadın erkek  kapılarımızı geleceğe açalım gülümse 🤗,0
Feministlerin %80'i falan feminist değil aslında ama haberleri yok bundan.,0
"Şubemizin bu haftaki Gençlik Toplantısında,  8 Mart Dünya Emekçi Kadınlar Günü'nün de yaklaşması nedeniyle Gül Erdost'tan ""Kadına Yönelik Şiddet ve Kadın Cinayetleri"" konusunu dinledik. Gül Erdost uzun süredir… https://t.co/XDP1rPnCOs",0
Lgbt ye kim destek veriyorsa #pust ve #ibne gelinleri olsun 🤭🤭😆😆 #AliErbaşYanlızDeğildir,1
Yine mi lgbt ayı var la ayda bir lgbt ayı oluyo aq,1
"LGBT neyse, Pedofili sapık, kadına cinzel tecavüz arzu eden , erkeğe cinsel taciz vs isteği olan da aynidır .Ruhsal ve bedensel bozukluk ve sapkınliktır.Ya hepsini suç göreceksiniz ya da suç olmaktan çıkaracaksıniz! Sorusu olan?
#LGBTİHaklarıİnsanHakları 
#AsagiBakmayacagiz",1
"“Kişi kultunu yıxmaq istəyirik? Ümumiyyətlə, kişi kultu nədir? Əgər kişi kultu zorakılıq, əzmək, döyməkdirsə, hə, onu yıxmaq istəyirik” – Nisə Hacıyeva, feminist fəal

Daha ətraflı: https://t.co/SjVMNZPOyt https://t.co/E5s1fyWuPu",0
1 Kadın / Erkek  en çok neye para harcar? (❓),0
"İşte böyle tipler yüzünden kadınlar öldürülüyor dayak yiyip işkence görüyor (!) Böyle tiplerden uzak durulması gerektiğini ne zaman anlayacaksınız ??? keko, iki lafı bir araya getiremeyen gücü sadece kadınlara yeten çomarlarlardan uzak durun kızlar !! https://t.co/evrX2iU7IO",1
"Son 20 yılda neler yaşanmadı ki iş cinayetleri,kadın cinayetleri,suçsuz bir hiç uğruna ölen askerler,madenciler,gezi olayları,doğa katliamları daha neler unuturuz neleri unutmadık ki",0
"Cidden anlamadığım bir şey var. Bir, eşcinsel olmak komik bir şey mi günlük hayatta her yaş grubunda bunun şakası yapılıyor ? İkincisi de kimin kime karşı ne hissettiği bir başkasını neden ilgilendiriyor ? Homofobiğim diyen biri bence kesinlikle homoseksüel ve kendini bastırıyor.",0
"Kemalizm'in 6 ok'u. 👇
🔸İslam düşmanlığı
🔸Dinsizlik
🔸İftira
🔸Yalan
🔸Küfürbazlık
🔸İhanet
4'cü sanayi devriminden sonra 
🔸Fırsatçılık
🔸Feminizm
🔸Lgbt
🔸Kominizm
🔸Ruşvet
🔸Ensest 

#KemalizmHalkDüşmanıdır",2
"Diyanet'ten 'zina' ve 'eşcinsel ilişki' açıklaması

Kaldı ki böyle bir söylem, bütün insanlığa gönderilen son din İslam’ın kendisini, bu dinin kitabı Kur’ân’ı ve peygamberi Hz. Muhammed’i 'nefret'in kaynağı olarak göstermek olduğundan büyük bir vebaldir.👏 https://t.co/uztZxAMeeL",0
"Medyascope ///  Eskiden dindar olan erkekler anlatıyor (1): “Dinden uzaklaşmamla eşcinsel olmamın ilgisi yok, en radikal olduğum dönemlerde de cinsel yönelimimin farkındaydım” https://t.co/7sIvwRwt9N https://t.co/oHljSl9Ska",0
Kafeye gidip angut gibi anıran kızlar feminist olmuyorsunuz mala dönüyorsunuz bilin istedim.,2
"Twitter, LGBT karşıtı, ırkçı veya benzer bağnaz görüşlere sahip reklam verenlerin kullanıcılara ulaşmasına olanak sağladıkları için özür diledi.

Özür, BBC tarafından yapılan bir soruşturmanın ardından geldi. https://t.co/5VxCDms5AV",0
"Hem feminist 
Hem muhalefet olmak nasıl zor anlayamazsınız hayatımı",0
"“Feminist derneklerinin etkisinde kalarak, süresiz nafakanın önlenmesine yönelik kanunun geciktirilmesi ile ‘Türk Aile’ yapısına en büyük darbe vurulmuştur"" Haberimizi yapan @resahan ve @yeniakit
@snmplatformu olarak teşekkür ederiz.
 https://t.co/FDxsMNH7jP https://t.co/orMFEW4NiB",0
"“Karar, kamu vicdanına su serpti!”
https://t.co/DOnCqS6FNY
Çanakkale Barosu Kadın Hakları Komisyonu tarafından yapılan açıklamada, Araştırma görevlisi Ceren Damar Şenel'in kopya çekerken yakaladığı öğrencisi tarafından 17 defa bıçaklandıktan sonra 3 kurşunla öldürülmesine il... https://t.co/Opm2DwivbZ",0
"Cumhurbaşkanı Erdoğan;ist sözleşmesi nas degildir,demişti.
Neden hâlâ nas olmayan bu ucube sözleşmeye sahip çıkılıyor.
Morçatı ve feminist grupları anlamak mümkün.Ellerine ilk defa ülkenin altına dinamit koyacak fırsat geçmiş!
Peki Akp miletvekili ve KADEM'e ne oluyor?
@RTErdogan https://t.co/i43CKEqWXS",2
"Feminist çeteler çekin ellerinizi kadınlardan hak hukuk diyerek 
Esas hakları siz yediniz!
Allah rahmet eylesin bu cinayet olmasa konuşulmayacak esasında bir önemli konuda şudur.
Pınar kardeşimiz evli bir adamla sevgili oluyor peki evde bekleyen eşi kadın değilmi? Bu kadın bunu https://t.co/4LOUAlCWX5",0
#NafakaCinayetSebebidir tabiki cinayet sebebi değil ama nafaka alan kişi de kadın erkek eşitliğinden bahsetmesin. Ben evlenirken para mı veriyorum da boşandıktan sonra vereyim. Bunun önüne geçmek için aile yapısını oluşturan eşler bireysel ekonomik özgürlüklerini eline almalı.,0
"Ensest
Gavat
Cuckold
Swinger
Köle
Gay
Pasif
Aktif
Lezbiyen
İtirafı olan dm gelsin arkadaşlarrr
Admin:Sıla😈",1
"#tarihimizden👉Yahudi feminist hareketin kurucularından Bertha Pappenheim, 21 yaşında “Anna O.” takma adıyla psikanalizin ilk hastası olarak tarihte yerini aldı. Sigmund Freud ile mektuplaşarak yürüttükleri tartışmalar psikanaliz çağını açtı. 🍀https://t.co/zm68v86nES",0
abi artık gayler lezbiyenler biseksüeller ve hetero kadınlar olarak sadece aramızda bişeyker yaşayıp hetero erkekleri dışlayabilir miyiz yalvarıyorum lol,1
Babası kan aldırdığı oğluna ağladığı için “erkek adam ağlar mı yaaa “ dedi tam sinirlenicem yan odadan kan aldıran kız çocuğu çıktı gayet dik duruş “ağlar tabi onlar “ dedi işte sen gelecekteki kızımsın yürü kim tutar küçük feminist 🙋🏻‍♀️,0
"Her derdimiz bitti bi #öpüşmek konusu kalmıştı. İşsizlik, şehitler, kadın cinayetleri, uçak kazası, depremler vs. bittiiii bu konuya geldi sıra. Kendi hayatına bak geç neyin derdindesin. Hay gündemi ya...",0
Chp dekı tacız ve tacızler ıcın hıc bır beyanatta bulunmayan arkadaşlar bu gun kadın hakları savunucusu olmus ıyımı #IstanbulSozlesmesı #Morardınızmı,0
"📌 Allah'ın lanetlediğine saygı duymak bir müslümanın yapacağı iş değilmiş, müslümanın yapacağı iş tecavüz taciz haram lokma fesatlık. Herkes öbür tarafta kendinde sorumlu ise sizene  diğerlerinden istediklerini yaparlar. 
 #LGBT",0
"""Dayak atma, tehditkar tavırlarla yürüme, cinsel taciz ve bildik tecavüz gibi baskıcı kontrolün yaygın kalıplarına, tek başına suç olarak kabul edilip, bir ad bile konmadı, ta ki feminist hareket tarafından tanımlanana kadar."" https://t.co/mbNgoPUl98",0
"#LGBT SAPIKLIKTIR!!DOGRU SAPIK HISLERE GORE DEGISMEZ,SAPIKLIGA SAYGI DUYULMAZ!!Hakeden her zalime lanet olsun!!Hele sevgi ask deyip yuceltmek baska bi boyut artik",2
"#PENTAGON 
Buradalarmış...
Alışacakmışız...
Gitmeyeceklermiş...!
Siz kimsiniz,aslolan biziz diyorlar
Erkek Çocuklarımızı ibne,
Kız çocuklarımızı Lezbiyen yapmadan durmayacaklarmış!
Racon kesiyorlar üstelik,
Emrivaki yapıyorlar. Sanıyorlar ki;Müslümanı testten geçirdik  iş tamam.. https://t.co/5VjtrFlEWR",1
"#AsuMaro, TV dizilerindeki kadın-erkek ayrımını yazmış.. https://t.co/yCnHNVaEi9 @milliyet aracılığıyla",0
"Rapora göre nefret suçunun faillerinin çoğu iki veya daha fazla kişiden oluşuyor, suçların çoğu görgü tanıklarının gözünün önünde işleniyor.

Detaylar: https://t.co/l83UstYtCP

#yeşilgazete #gündem #yeşilgündem #manşet #yeşilmanşet #kaosgl #lgbt #medya #internet https://t.co/ftwTmWkpX4",0
"#HDPdetecavüz
Dönem1 de Ensar vakfı yurdunda kalırken, malum olay yüzünden Türkiye genelinde tüm vakıf tecavüzcu damgası yemişti, şimdi o kadar Atatürkçü geçinenler, kadın hakları diyenler, eşlerini dövüyor, kadınlara tecavüz ediyor, ama kimseden ses çıkmıyor",2
"Aristophanes'ın Lysistrata'sından esinlenip, hiciv türünde uyarlanan Chi-Raq, çete savaşlarından, silah yasasına, adalet arayışından, kaybolan değer ve kültüre, feminist duruştan, ahenk içerisinde diyaloglara kadar, müthiş işlenmiş. Belki de Spike Lee'nin en underrated filmi. https://t.co/ZUV87AjIZU",0
arab dansözlerın seksi dansları izlesene ful süper filimleri otostop yapan kız pornası izle erotizım videolarını canlı canlı ızle kot pantolonlu azgın lezbiyenler https://t.co/fDIAKOdPWc,1
"Diyanet İşleri Başkanının hutbedeki ifadelerinden CHP'nin rahatsız olduğu kadar eşcinseller rahatsız olmadı. CHP'li Öztırak'ın bahsettiği ""nefret ve düşmanlaştırıcı dil"" Kuran-ı Kerim'in hükmü.",0
Bence erlekliği bir tarafa bırakıp birazcıkta adam olmayı deneyelim. Belki bir gün birileri bize insan olmayı anlattığında adamsak eğer meselenin kadın erkek olmadığını insan olduğunu anlayabiliriz,0
lgbt sapkinliktir sapıklıktır diyen tayfa şiddet içerikli diziler izler kadınlara bok gibi davranırlar lezbiyen pornolari izlerler küçük yaşta evlendirirler kız çocuklarını taciz tecavüz cinayet ağızlarından küfür eksik olmaz ama tabikide lgbt sapıklıktır,1
Teröristleri terörist partisini lgbt li topları kısacası toplumu tehdit edeb her şeyi göğsünü gere gere savuna chp den nefret ediyorum #HDPveCHPİftiraları,2
#birdevirkapanıyor tam üzülücem feminist damarım ağır basıyor be halittt.. neyse Allah ne güzel de belanı versin hahahhaaa,2
Ya ne kadar karaktersiz yobaz ve cahilsiniz amk yıllardır RTÜK televizyonlarınızda taciz tecavüz aile içi kadına ve erkeğe şiddet lan çoçuğa bile tecavüzü gösterdi cinayetler izletti sıkıntı yok amına koyim sırf #LGBT biri var diye tepki he cahil orospu çoçukları sizi #Love101 🏳️‍🌈,1
4.bölümden aşırı derecede nefret ettim. Midem bulandı!!!! Yazacağınız senaryoya tüküreyim sizin!!! Banane mide bulandırıcı ellie’nin mide bulandırıcı hayatından!!! O iğrenç sahneleri hemen sardırdım!!! Sanırım sızan senaryo doğru sanırım ya joel’a naptı o pislik travesti kılıklı+,1
"Ne solcular, ne aydınlar, ne sanatçılar var, kadın hakları savunucusu vs. dediğimiz, ""Herkes yapar o yapmaz!"" dediğimiz ama tacizci olan! İşte bu imajlar nedeniyle inanılmıyor onlara ve onlar da bu etiketlere sığınarak daha rahat taciz ediyorlar! Vay bee😡😡😡",0
Ülkeye bak. Her gün bir yerde kadınlar öldürülüyor. Hayvanlara tecavüz ediliyor. Çocuklar güvende değil. Ben bunları kaldıramıyorum,0
"#volkanuzun caniler,katil,sapıklardan kurumlarıyla değil yaptıkları ile bahsederim ama şimdi sabah akşam yok ateistler kafirler sapkın,#lgbt ler sapkın vs deyip duruyorlar ya hani ne oldu allah din iman diyen ne yapıyor? Şimdi kesin o sahte müslüman, yahudi dönmesi falan dersiniz",1
"Sosyal medya da eşitlik kadın hakları savunmaları yapıp gerçek hayatta ailenin dayattığı eşitsizliğe katılanlar, bir köşede sessizce geberin nolur",2
her zevzek milliyetci/fasist ve dindar (bos kafali olan menfaatci tayvfasi ozeellikle)gotleri sikistikca devamli dusunce ozgurlugunu kullanmalari beni benden aliyor:)  diyenet baskani cidden bu kadr sey yasandi ve bunlarin tek sorumlusu escinseller mi dedi?o zaman hukumet ibnemi?,2
"Bir parti düşünün, Cumhurbaşkanı adayı olamayacak kadar öz güveni eksik bir liderle yürüyor, İl başkanları teröristlere sempati duyuyor, milletvekilii teröristlere, terörist diyemiyor, Milli duygular yok
Belediye başkanları #lgbt gibi sapkınları destekliyor

#ZkusağıSizeAnlatacak https://t.co/AZ2EVoJhXZ",0
"Boğaziçi olayı öyle bir yere cekilmeye çalışılıyorki,bi anda lgbt konusmaya başladık.kamu görevlileri ciddi ciddi olayı lgbt ortalığı karıştırıyor bunlar hep terörist konusuna getirdi.bu ne kadar çirkin bir nefret politikasidir ne kadar terbiyesiz algı oyunudur.#AsagiBakmayacagiz",0
kadin haklari sadece bugun akliniza geliyor aq diger 364 gun de kadinlari bu kadar destekleseniz keske,1
Bir yerde kadınlar öldürülüyor bir yerde hayvanlara tecavüz ediliyor ama Aşkı Memnu isimli dizi ülke gündemine oturuyor. Bir yanda duyar diğer yanda kasılması var. İyi geceler.,0
instada karı fotoğrafı paylaştım herkes lezbiyen misin dedi aq ne alaka gacı güzel işte,1
"CHP= tecavüz

CHP= Sapıklık

CHP= Sapkınlık

CHP= LGBT 🏳️‍🌈 

CHP= Kaset operasyonu

CHP= sayacak o kadar ..... var ki 280 karakter karaktersizlerin karakterini anlatmaya yetmez

#CHPKAPATILSIN 
 #didim",2
"KAdın ERkek 
ateş ile su gibidir.
Herkes zannederki su ateşi söndürür yok eder. ama işin aslı öyle değildir. Ne zaman araya bir kap girer işte o zaman ateş suyu kaynatır buhar eder.işte o kap AŞKdır.Erkek kadına hakimdir taa ki araya aşk girene kadar.o zaman kadın erkeği yok eder",0
eski sevgililerimin hepsiyle aram çok ii flört ettiğim hiç kimse yok iki kişi beni biseksüel saniyo birisi eski en iyi arkimle sev oldugumuza beni inandirmak üzere hayat amacimi kaybettim dostlarım REHAB lazim bana REHAB,0
"Öyle narsistler da var ki, gendileri kadını hiçe saymış, şiddet gösdermiş...ama şimdilerde en öncü kadın hakları  savunucusu... ironi igrenclik.",1
"Sosyal medya; Atatürkçü, milliyetçi, muhafazakar, feminist gibi profillere bürünmüş fetöcülerle dolmuş.Tek hedefleri topluma devlet aleyhinde kin ve nefret pompalamak.Bir süre sonra bunlar doğal karşılanıp haberlerde referans bile gösterilebiliyor. Bu çetelere fırsat vermeyelim.",1
"LGBT
Bu başlık altında yazılanları görünce ölümden bir kez daha nefret ettim. Mustafa Kemal Atatürk'ün oluşturmaya çalıştığı zihniyet kesinlikle bu değildi. Her gün, kara ve yanlız bir Ortadoğu ülkesi olduğumuzu daha iyi anlıyorum.",0
Götünü siktirmenin burada meşru bir karşılığı yok saygıda sevgide beslemiyoruz meşrulaştırmaya çalışanlarında amk hodri meydan orospu çocukları lgbt diye bişey yok gökkuşağınıza koyim #DecathlonBoykot,2
"Haberleri açıyorum tecavüz, taciz, darp, soygun, kadın hakları ihlali, maganda, maske takmayan halk, siyasetin elinde harcanan yasama-yürütme-yargı. Akşam dozumu aldım, kaygılıyım, korkuluyum, mutsuzum!",0
"DAVA DOSYASI BOMBOŞ OLDUĞU İÇİN
İngiliz Derin Devleti'nin uşaklığını yapan katil ruhlu, homoseksüel bir çete GençKızlara RezilTuzak kurarak dosyayı iftiralar ile doldurmak istiyor!
İtibarınızı ayaklar altında aldırıp aşağılıkça sizleri kullanmak istiyorlar https://t.co/vR6J4eMOc0",1
"Eyer insan hakları ve hayvan doğa haklarını savunmaya Müslümanlar öncülük edemiyorsa,müslümanlar imanını müslümanlığını sorğulamalılar,hem Hz Kuran hemde Hz Peygamber veda hutbesinde insan hayvan ve doğa haklarını savunmuştur.özelikle kadın hakları üzerinde cok durmuştur Peygambe",0
"Müslüman feminist kadınlar, artan taciz ve ifşalar ile kadın mücadelesini anlattı: İfşa, İslam'da hoş karşılanmıyor https://t.co/wJ19tbCBdi",0
Ya siz gerçekten birileri eşcinsel olan birisini görünce ona özenip eşcinsel olunabilineceğini mi düşünüyorsunuz SİZ APTAL MISINIZ,1
Eşcinsel komşu ister misiniz sorusuna 2017’de Bahçeşehir üniversitesinin yaptığı ankette %87 Hayır demiş. İnanılmaz!,0
Bazı barolara göre 2020 yılında olduğumuz için insanların lezbiyen ve ibne olmaları lazım. Kendileri ibne ve lezbiyen olabilirler sıkıntı yok. Kim kime neyini ne yaptırmış umrumda değil ancak son ve hak din İslam'a göre Allah'ın emrini dile getiren #AliErbasyanlızdeğildir,1
"#AşkBirİnsanHakkıdır 
ne hastalık ne günah yaşasın Eşcinsel aşk
🌈
Uluslararası Homofobi Bifobi Transfobi ve İnterfobi karşıtı Gün kutlu olsun
Aşk aşk hürriyet uzak olsun nefret!
#17mai #IDAHOTB2020 #IDAHOBIT #lgbtihaklarıinsanhaklarıdır https://t.co/Yo0lh5aCRf",0
Mavi Kan Hanedanların Savaşı kazanmasıyla TRde ilk yansıması İstanbul Sözleşmesinin İptali. LC Waikiki gibi tüm Firmalar LGBT sembollerini yasaklasın. Bu paçavra projesine ASLA tahammül yoktur. LGBTye destek veren Firmalar INVISIBLE ENEMY olarak hedefteler ve SİLİNECEKLER!,2
"Tredyol Koton Ürünlerinde Sepette %35 indirim.

Fırsatı Kaçırmayın...

Alışveriş yapmak için tıklayın---&gt;https://t.co/AviDtwXyrq

#koton #trendyol #trendyolindirimleri #kotonindirim #fırsat #bugün #alışveriş https://t.co/D4Mlwc0hVV",0
Biri homofobik homofobiyi normalleştirmeyin yazmış. Mal homoseksüeli bile bilmiyorsun cahil. Yanlışlıkla doğru konuşmuş mal. Homofobi din kuralları altında normalleştiriliyor. Homoseksüellerden nefret etmek normalleştiriliyor. Bu da sizin iğrençliğiniz götler #cembar,1
"Harbiden anladım lan kadın hakları için neden Kemalist kızların sokağa çıkmadığını. Akpli ülkücü sevgilileri terörist misin sen diye kızıyor, bu yüzden sadece hdpliler çıkıyor.",0
"Bu ülkede hiçbir namussuz, hiçbir ihanetçi, hiçbir tecavüzcü, hiçbir hayvan katili böyle göz altına alınmamıştır.

Kadın-erkek eşitliği ve hukuki eşitliğin yaşama geçmesini sağlamak için mücadeleyi sürdüreceğiz. 

 #TheEndAKP #İstanbulSözleşmesiYaşatır https://t.co/oekNyIojBY",0
Lgbt li ibne top gay olmaktan iyidir trol olmak En azından dönmelerle ugrasmiyoruz #TrollerinSavaşı,1
Wentworth Miller'ın eşcinsel çıkması şoklardayım aq,1
"arkadaş bugun şey dedi ""trump erkeklerden nefret etmek için bir başka neden"". vay be hiç bu kdr feminist düşünememiştim haklisin",0
"Ermenistan Ordusu yerleşim yerini hedef almış. Şaşırmadık, yıllarca bu ülke topraklarında PKK adıyla çoluk çocuk yaşlı genç kadın erkek hamile dinlemeden insanları katleden de onlardan. O teröristleri meclis kürsüsünde savunanlar da
Bunların tiyniyeti böyle
Hepsi terörist!",2
Daha düne kadar kendi liglerinde bulunan eşcinsel oyuncu hakkında ortamlarda sürekli dalga geçen arkasından hakaret eden @DoganDirim ve tayfası bugün @riotgames den ceza yememek için burada benim üzerimden duyar kasıyor şaka gibisiniz @tesfed,0
"Taciz ve tecavüze arka çıkan, göz yuman Canan Kaftancıoğlu gündemi soğutup, değiştirmek için gençleri kullanıyor.
Elinizde lgbt bayrakları ile mesaj vermek isteyebilirsiniz, cinsel tercihleriniz sizlerin seçimidir.",0
"Diyanette iki evli insanın yasak ilişkisi, şehrimizin Belediyesinde ki yolsuzluk ve hırsızlık, kadın cinayetleri ahlak kavramının dışında tutulurken tek ahlaksızlık keşke bu olsa. #öpüşmek https://t.co/HOV06gbqmp",1
Bu ülkede millli cözüm oldumu ahmak kafalar yada kadın ticaretçileri hep bir ağızdan sözde kadın savunucusu olur tıpkı chp  gibi taciz tecavüz dayak zorbalık diz boyu ama kına ma yok tedbir yok chp nin tecavüzcüleri şimdi kadın hakları savunuculuğu yapıyor kendi kendime gülüyom,1
"Önümüzde kara bulutlar var neler biliyorum ama söylemeye memur değilim ama kapınızın önümü süpürmeye bakın en azından bu lgbt cinlerden bu kadem den bidat ehlinden razı değilim ya Rabbî deyin, artık rahat yok bunu bilin bari böyle dua edelim Allah bizi salim en kurtarsın

Cübbeli",0
kızlar birbirine aşkım hayatım diyince lezbiyen muamelesi görmüyorsa erkekler de gay muamelesi görmesin aq,1
Bugün üzerimde Elsa'daki aktif lezbiyen enerjisinden var. Bacılarınızı saklayın.,1
"Şu tecavüz rezaleti ile ilgili Sol tandanslı kadın örgütleri, feminist dernekleri, insan hakları savunucuları vs bir açıklama yaptı mı acaba ?",0
Karşınızda Kuzey İrlanda’da Evlenecek İlk Eşcinsel Çift https://t.co/xzqIlJPHmC https://t.co/D8N1sj2spg,0
